,f1,f2,f3,f4,class
0,0.8876205971037129,0.18587486047474905,0.5813955919673294,0.44119929872372954,1.0
1,0.7837438810519286,0.16379436122387567,0.5883403196761664,0.5305622569931281,1.0
2,0.875872617506009,0.15471405445848474,0.5898015785196214,0.5078220449890586,1.0
3,0.8812925856740729,0.13839574553848571,0.5929112114353411,0.40838985765207,1.0
4,0.798116360945708,0.12529079742046753,0.5953384362352346,0.49596774561295326,1.0
5,0.831860954443177,0.19820820631425434,0.5807896871046989,0.5755610651586762,1.0
6,1.0132742928292178,0.12486406000245082,0.5941049938947371,0.5250043504976114,1.0
7,0.8915295341031605,0.17079016972335834,0.5899561295536746,0.5931163014073496,1.0
8,1.0433434403698443,0.13664707653618427,0.5920268324051722,0.5166219162066087,1.0
9,0.5182579829665875,0.10741897519581552,0.5989073758369697,0.6259715742008678,1.0
10,0.493048882138193,0.09819009953511691,0.6019139352212965,0.6672277915690961,1.0
11,0.6306696116400577,0.19621792975810257,0.5845894405192263,0.4412472137836247,1.0
12,0.6285012235640542,0.15270702003884956,0.5921362283359073,0.482173675986638,1.0
13,0.44518056709163106,0.10569210951584238,0.5984503649764993,0.3863360707873297,1.0
14,0.4369276987533035,0.10061812378036115,0.6019139352212965,,1.0
15,0.7348545658942802,0.19665778107933804,0.5838838182811685,0.48536069519917047,1.0
16,0.4789515164162224,0.09886262059427667,0.6001086185777375,0.3895665739672116,1.0
17,0.7504714318380918,0.23741595585652978,0.5836661210653031,0.5516074277012363,1.0
18,0.5341858377073035,0.09547980450842498,0.6023430168029208,0.3844337719056908,1.0
19,0.5417247538019014,0.11182988532331606,0.5967378871160306,0.5035089479856133,1.0
20,0.7109117681863864,0.12834700377551167,0.5964291693033823,0.4713975834794816,1.0
21,0.4458078703592451,0.11202716285928424,0.5977432342564968,0.4329092049551225,1.0
22,0.602374362011009,0.13127219573220333,0.5945700666501491,0.46282664893515796,1.0
23,0.615568806316296,0.09811460193137497,0.6011396410509072,0.34282229519151586,1.0
24,0.623913832971909,0.10514933184295133,0.6007928414058452,0.38498346911259873,1.0
25,0.5252004895257311,0.1354095256435063,0.5940472670951624,0.42268388251723366,1.0
26,0.4932554088176951,0.09789420418293245,0.6010700270667148,0.4200566108603022,1.0
27,0.6292404433165439,0.17355060853651952,0.5862294653659376,0.517167064021873,1.0
28,0.6658721551670327,0.165186624451003,0.5886877220134517,0.5170708528546654,1.0
29,0.710192684523137,0.11618840368355288,0.5972371914829053,0.48974002785409754,1.0
30,0.625746517884688,0.1547737260738876,0.5884888014276617,0.599995924584767,1.0
31,0.6666407394553425,0.19778392508618584,0.5849025524806659,0.49042811414318055,1.0
32,0.6878234762311164,0.25920879461725777,0.5819705472576375,0.43915492303108583,1.0
33,0.7693658331847886,0.1759143236110372,0.5883403196761664,0.6773479131122966,1.0
34,0.5402500527219388,0.10933426264882755,0.5979988364276234,0.4425270047090833,1.0
35,0.665288853324181,0.15765705284703896,0.5907388093282614,0.501063954497743,1.0
36,0.5050834328831061,0.10180009079757259,0.6019139352212965,0.42906796289107246,1.0
37,0.5145886786553154,0.10611757615576879,0.6001086185777375,0.4287471543454474,1.0
38,0.5307213743939733,0.10809402489920254,0.6012792531791497,0.49066088615556086,1.0
39,0.6348659458063295,0.12299745850426771,0.5969867075763549,0.6288387456501577,1.0
40,0.5069340266329165,0.10368999772104012,0.6003808261725178,0.4261787376386428,1.0
41,0.532582305031371,0.18013744466745718,0.5869353787278843,0.5081496697619958,1.0
42,0.6093453338508926,0.17151943262485744,0.5867457873177544,,1.0
43,0.7024123873633163,0.14838684116338377,0.5911098486450349,0.5792449488759146,1.0
44,0.4793972067484834,0.09292966225698743,0.6023430168029208,0.5884255676300576,1.0
45,0.5883669463990748,0.10211095087839983,0.6003808261725178,0.5551938226983418,1.0
46,0.7071117858549587,0.2119587038226528,0.5834929083695636,0.3728292562909732,1.0
47,0.6315220132565859,0.12715999911403914,0.5948048032232462,0.550281990360795,1.0
48,0.7007302030762123,0.1554863080756354,0.5874619185075196,0.6806949184814592,1.0
49,0.7393979955985033,0.14134862043648735,0.5939320821165628,0.48559559240296174,1.0
50,0.7681166403422733,0.18504223497248432,0.5866042412492897,0.49929483749604986,1.0
51,0.57983100388639,0.15312498569665656,0.5910034547139166,0.3864677910910646,1.0
52,0.528689564855415,0.10725730169477042,0.5993699956461331,0.36011595689100284,1.0
53,0.5274869854270821,0.0960827538174938,0.6010005405474755,0.43121976230167575,1.0
54,0.6738515231015296,0.19020137129237932,0.5853546244018031,0.43073598181725165,1.0
55,0.4346164130701318,0.11218961083650303,0.5968620907163781,0.4282897810601609,1.0
56,0.6550392413766879,0.1553945473781052,0.5903714801235808,0.4369475776414706,1.0
57,0.5990458774864833,0.23827023751728146,0.5763887636762154,0.3906267834669117,1.0
58,0.6734324491383809,0.2293979713878573,0.5789934970270152,0.3901945702274281,1.0
